society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score
dlf park place,flat,sector 54,4.85,30180.0,3,4,3+,6.0,Moderately Old,1607.0,0,1,0,0,0,2,158
puri emerald bay,flat,sector 104,2.45,10000.0,3,4,3+,14.0,Relatively New,2103.8792875400004,0,1,0,0,0,1,56
signature global solera,flat,sector 107,0.28,5725.0,2,2,2,6.0,Relatively New,675.61317418,0,0,0,0,0,0,45
iffco nagar and 17b rwa,house,sector 17,2.98,20566.0,6,6,3+,3.0,Relatively New,1449.0,1,0,0,0,0,0,78
ramprastha the edge towers,flat,sector 37d,0.8,8888.0,2,2,3,10.0,Relatively New,1310.0,0,0,0,0,1,0,166
signature global park,flat,sohna road road,0.85,7863.0,3,2,2,4.0,New Property,1080.0,0,0,0,0,0,0,23
sare homes,flat,sector 92,0.68,5238.0,3,3,2,11.0,Relatively New,1485.94238545,0,0,0,0,0,0,100
puri diplomatic greens,flat,sector 111,5.25,11666.0,4,6,3+,7.0,Relatively New,4015.41783937,0,1,0,0,0,1,134
unitech south city,house,sector 50,5.88,27222.0,9,9,3+,3.0,Relatively New,2160.0,1,1,0,0,1,2,128
smart world gems,flat,sector 89,0.86,7796.0,2,3,3,4.0,Under Construction,972.21593289,0,0,0,0,0,0,45
orris aster court,flat,sector 85,0.67,5825.0,2,2,2,5.0,Relatively New,1250.0,0,0,0,0,1,1,174
signature global city,flat,sector 37d,0.8,8421.0,2,2,2,2.0,Under Construction,835.15090737,0,0,0,0,0,0,42
millenium bajrang society,flat,sector 43,2.5,9433.0,4,4,3+,2.0,Relatively New,2358.0956353700003,0,0,0,0,0,1,94
bptp terra,flat,sector 37d,1.65,7530.0,4,3,3+,6.0,Relatively New,2091.0,0,0,0,0,0,1,149
shree vardhman victoria,flat,sector 70,1.1,8461.0,2,2,2,0.0,New Property,1061.90139576,1,0,0,0,0,0,49
sbtl caladium,flat,sector 109,1.7,6679.0,3,3,3+,9.0,Relatively New,2264.03140217,0,1,0,0,0,0,159
m3m skywalk,flat,sector 74,2.45,12140.0,3,3,3+,25.0,Relatively New,1800.0,1,0,0,0,0,0,137
imperia the esfera,flat,sector 37c,0.87,5513.0,2,3,3+,9.0,New Property,1397.7446068900001,1,0,0,0,0,0,49
vatika iris floors,flat,sector 82,0.63,5590.0,2,2,3+,2.0,Relatively New,999.98727793,1,0,0,0,0,0,110
signature global park,flat,sohna road road,0.75,6938.0,2,2,0,1.0,Relatively New,1081.0,0,0,0,0,0,0,58
independent,house,sector 28,0.7,8101.0,4,2,0,2.0,Old Property,864.0,0,0,0,0,0,0,7
independent,house,sector 4,0.47,3519.0,3,4,0,3.0,Moderately Old,1350.0,0,0,0,0,0,0,0
godrej nature plus,flat,sector 33 road,1.65,14335.0,2,2,3,1.0,Under Construction,1338.7008600400002,0,0,0,0,0,0,38
independent,house,sector 105,0.7,5833.0,3,2,2,1.0,Moderately Old,1200.0,0,0,0,0,0,0,0
experion the heartsong,flat,sector 108,0.98,13343.0,2,3,3,4.0,Relatively New,978.23,1,0,0,0,0,0,135
mapsko royale ville,flat,sector 82,1.15,6424.0,3,4,2,15.0,Relatively New,1587.66477297,0,1,0,0,0,1,104
suncity vatsal valley,flat,gwal pahari,1.0,13340.0,2,2,2,3.0,New Property,937.04200501,0,0,0,0,0,1,13
independent,house,sector 6,0.5,8333.0,3,3,2,2.0,Moderately Old,600.0,0,0,0,0,0,0,0
signature signum 95a,flat,sector 95,0.4,7782.0,2,2,2,3.0,New Property,700.6542499300001,0,0,0,0,0,0,44
ramprastha skyz,flat,sector 37d,1.1,6376.0,3,3,3+,7.0,Under Construction,1529.43453337,0,0,0,0,0,0,109
sare crescent parc royal greens phase 1,house,sector 92,0.85,4877.0,4,4,3,4.0,Relatively New,1743.0,0,0,0,0,0,0,0
m3m capital,flat,sector 113,2.87,12489.0,4,4,3+,3.0,Under Construction,2487.5854154500003,0,1,0,0,0,0,65
ild greens,flat,sector 37c,0.9,5614.0,3,3,3,0.0,Under Construction,1500.0,0,0,0,0,0,0,66
ramprastha the atrium,flat,sector 37d,1.0,7782.0,3,3,2,4.0,Relatively New,1135.2606037700002,0,0,0,0,0,0,13
vatika gurgaon,flat,sector 83,1.05,7000.0,3,3,3,3.0,Relatively New,1613.33365464,0,0,1,0,0,0,79
lig flat,flat,sector 40,1.5,5556.0,1,1,0,0.0,Moderately Old,300.0,0,0,0,0,0,0,0
central park resorts,flat,sector 48,9.3,24926.0,4,4,3+,10.0,Moderately Old,3831.0,1,1,1,0,0,1,67
bptp terra,flat,sector 37d,1.4,7730.0,3,3,3,5.0,Relatively New,1711.0,0,0,0,0,0,1,149
m3m golfestate,flat,sector 65,5.9,17543.0,3,3,3,9.0,Moderately Old,2996.83657129,1,0,0,0,0,2,21
eldeco mansionz,house,sector 48,4.95,20599.0,7,7,3+,2.0,Old Property,2403.0,1,1,1,0,0,1,145
experion windchants,flat,sector 112,2.8,11470.0,2,3,2,9.0,Relatively New,2441.0,1,1,0,0,0,0,137
ashok vihar phase 3 gurgaon,house,sector 3 phase 3 extension,0.95,8878.0,4,3,2,1.0,Old Property,1070.0,0,0,0,0,0,0,8
ats triumph,flat,sector 104,1.85,8078.0,3,3,3+,24.0,Relatively New,2035.5896929700002,0,1,0,0,0,0,174
suncity essel towers,house,sector 28,8.95,17900.0,5,6,3+,4.0,Moderately Old,5000.0,0,0,0,0,0,0,0
shree vardhman victoria,flat,sector 70,1.07,7925.0,2,2,3,8.0,Relatively New,1193.49084337,1,0,0,0,0,0,108
m3m woodshire,flat,sector 107,1.45,6141.0,3,4,3+,7.0,Relatively New,1900.0,0,1,0,0,0,0,67
dlf the ultima,flat,sector 81,3.25,11805.0,4,4,3+,11.0,Moderately Old,2450.36816889,0,1,0,0,0,0,28
signature global city,flat,sector 37d,1.1,8494.0,3,3,2,2.0,Under Construction,1482.9374563600002,0,0,0,0,0,0,36
dlf the ultima,flat,sector 81,2.3,14603.0,3,4,3+,27.0,Relatively New,1814.387864065,0,1,0,0,0,1,119
shree krishna homes,house,sector 104,0.48,5556.0,2,2,1,1.0,New Property,795.0,1,0,0,0,1,0,44
independent,house,sector 26,20.0,44444.0,5,7,3+,3.0,Relatively New,4500.0,0,1,0,0,0,2,97
alpha corp gurgaonone,flat,sector 84,1.5,7641.0,3,3,3,20.0,Relatively New,1815.6248394,0,1,0,0,0,1,37
pivotal devaan,flat,sector 84,0.35,7276.0,2,2,1,10.0,Relatively New,586.987023015,0,0,1,0,0,0,103
bptp pedestal,house,sector 70a,0.9,7582.0,2,2,3+,3.0,New Property,1374.7600091200002,0,1,0,0,1,0,153
m3m crown,flat,sector 111,4.67,17000.0,4,4,3+,8.0,Under Construction,2940.3280650100005,0,0,0,0,0,0,73
emaar imperial gardens,flat,sector 102,1.7,8395.0,3,4,3+,8.0,Relatively New,1750.0,0,1,0,0,0,1,174
emaar imperial gardens,flat,sector 102,1.85,9135.0,3,3,3+,0.0,Relatively New,2214.1368682600005,0,1,0,0,0,1,95
afnhb jalvayu vihar,flat,sector 30,1.3,10000.0,3,3,2,2.0,Old Property,1407.9069954400002,0,0,0,0,0,0,19
breez global heights,flat,sohna road road,0.42,6420.0,2,2,2,2.0,New Property,542.20800969,0,0,0,0,0,0,73
independent,house,sector 57,4.75,28788.0,3,3,3,2.0,Moderately Old,1650.0,0,0,1,0,0,1,96
smart world gems,flat,sector 89,1.16,8151.0,3,3,2,3.0,Under Construction,1611.1477642000002,1,0,0,0,0,0,68
godrej aria,flat,sector 79,1.3,8843.0,2,2,2,7.0,Relatively New,1300.9928241700002,1,0,0,0,0,1,116
4s aradhya homes,flat,sector 67a,1.9,8863.0,4,4,3,3.0,New Property,1954.9632073700002,0,0,0,0,0,1,62
adani m2k oyster grande,flat,sector 102,1.95,7561.0,3,4,3,9.0,Relatively New,2294.49029673,1,1,0,0,0,1,83
orchid island,flat,sector 51,0.71,7891.0,2,2,1,4.0,Relatively New,1093.2983176900002,0,0,0,0,0,0,23
godrej icon,flat,sector 88a,1.65,9041.0,3,3,3,12.0,New Property,1619.0195173700001,0,0,0,0,0,0,60
parsvnath exotica,flat,sector 53,5.0,17241.0,3,4,3,7.0,Old Property,3090.57451951,0,1,0,0,0,1,24
independent,house,sector 39,15.0,33333.0,5,5,3+,4.0,Moderately Old,4500.0,0,1,0,0,0,1,27
ace palm floors,flat,sector 89,0.97,7863.0,2,2,2,1.0,New Property,1421.83723153,1,0,0,0,0,0,28
parsvnath exotica,flat,sector 53,6.44,19000.0,4,4,3,7.0,Moderately Old,3021.02451697,0,1,0,0,0,1,80
m3m heights,flat,sector 65,2.78,15200.0,3,3,3,44.0,Relatively New,1829.0,0,0,0,0,0,0,56
dlf the primus,flat,sector 82a,2.85,10936.0,4,4,3+,2.0,New Property,2153.72271446,0,1,0,0,0,2,174
independent,house,sector 9,1.25,8735.0,10,6,3+,3.0,Old Property,1431.0,0,0,0,0,0,0,0
signature global city,flat,sector 37d,1.1,8800.0,3,3,3,1.0,Under Construction,1437.8635200100002,0,0,0,0,0,0,16
unitech the residences,flat,sector 33,1.55,9872.0,3,4,1,1.0,Relatively New,1390.57780817,0,1,0,0,0,0,37
international city by sobha phase 2,house,sector 109,6.5,12037.0,4,4,3+,1.0,New Property,5400.0,0,1,0,0,0,1,160
housing board colony,flat,sector 51,0.3,7317.0,1,1,2,0.0,Old Property,518.7301762899999,0,0,0,0,0,0,0
ansal,house,sector 43,1.85,34259.0,8,8,3+,5.0,Relatively New,60.0,0,0,0,0,0,0,53
vatika sovereign next,house,sector 82a,3.85,7500.0,5,6,3+,6.0,Relatively New,5140.0,0,0,0,0,0,0,53
indiabulls centrum park,flat,sector 103,2.4,8347.0,4,6,3+,15.0,Relatively New,2456.0,0,1,0,0,0,0,156
housing board colony,house,sector 28,2.1,23333.0,8,8,3+,4.0,Moderately Old,900.0,0,0,0,0,1,1,38
bestech park view ananda,flat,sector 81,0.95,6985.0,2,2,2,14.0,Relatively New,1260.0,0,0,0,0,0,1,165
kiran residency,flat,sector 56,1.54,8324.0,3,4,3+,5.0,Old Property,1900.0,0,1,0,0,0,1,98
dlf park place,flat,sector 54,4.85,25867.0,3,4,3+,25.0,Relatively New,1875.0,0,1,0,0,0,1,26
tata gurgaon gateway,flat,sector 113,1.75,10443.0,2,2,2,10.0,Relatively New,1399.53630657,1,0,0,0,0,0,104
vatika lifestyle homes,flat,sector 83,1.3,4545.0,3,3,1,6.0,Relatively New,2546.2241017700003,0,0,0,0,0,0,79
ireo uptown,flat,sector 66,1.85,12567.0,2,3,3,16.0,Relatively New,1470.0,0,1,0,0,1,1,79
ramsons kshitij,flat,sector 95,0.45,4591.0,2,2,1,2.0,Relatively New,862.02640257,1,0,0,0,0,0,89
suncity avenue 76,flat,sector 76,0.75,10204.0,2,2,2,11.0,Under Construction,642.54319177,0,0,0,0,0,0,57
navjyoti apartment,flat,sector 38,2.1,11938.0,4,4,3+,10.0,Old Property,1947.6998222800003,0,0,0,0,0,2,22
la vida by tata housing,flat,sector 113,1.45,11363.0,2,2,2,6.0,Relatively New,1109.2515016351501,0,0,0,0,0,0,80
not applicable,house,sector 4,0.51,14167.0,4,4,3,4.0,New Property,360.0,0,0,0,0,0,0,0
smart world orchard,flat,sector 61,2.2,14202.0,3,3,2,4.0,New Property,1737.35478598,0,0,0,0,0,0,152
umang winter hills,flat,sector 77,0.75,5588.0,2,2,2,7.0,Relatively New,1180.0,0,0,0,0,0,1,174
m3m the marina,flat,sector 68,1.45,9615.0,3,2,3+,9.0,New Property,1335.0351180900002,0,0,0,0,0,0,0
independent,house,sector 4,3.2,14222.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,0,13
dlf new town heights,flat,sector 86,1.54,5786.0,4,4,3+,21.0,Moderately Old,2101.8825811300003,1,1,0,0,0,0,80
umang monsoon breeze,flat,sector 78,1.05,5666.0,3,3,3,6.0,Moderately Old,1853.0,0,0,0,0,0,0,0
unitech uniworld gardens,flat,sector 47,1.05,10531.0,2,2,2,3.0,Relatively New,1184.44783342,0,0,0,0,0,1,34
independent,house,sector 2,3.65,23442.0,9,9,3+,3.0,New Property,1557.0,0,1,0,0,0,1,116
independent,house,sector 26,7.0,39260.0,5,5,2,3.0,Relatively New,1783.0,0,1,0,0,0,0,9
dlf the ultima,flat,sector 81,2.7,12802.0,3,3,3,15.0,Relatively New,2298.2748827800006,0,1,0,0,0,1,49
the serenas,flat,sector 36,0.42,7910.0,2,2,1,3.0,Relatively New,717.68218144,0,0,0,0,0,0,0
dlf the skycourt,flat,sector 86,1.6,8294.0,3,3,1,14.0,Relatively New,1712.1879007300001,0,0,0,0,0,0,72
independent,house,sector 23,5.5,13095.0,9,9,3+,3.0,Moderately Old,4200.0,0,1,0,0,1,1,0
ireo the corridors,flat,sector 67a,1.3,10031.0,2,2,2,1.0,New Property,1296.0,0,0,0,0,0,0,55
shri shyam residency,house,sector 104,0.62,12400.0,3,3,1,2.0,Moderately Old,900.0,0,0,0,0,1,2,8
mahindra luminare,flat,sector 59,5.5,18181.0,3,3,1,26.0,Under Construction,2694.03932537,0,1,0,0,0,0,24
sbtl caladium,flat,sector 109,1.35,7180.0,3,2,3+,12.0,Relatively New,1491.97716446,0,0,0,0,0,0,128
ss the leaf,flat,sector 85,1.25,10888.0,2,2,3+,17.0,Relatively New,1439.73203088,0,0,1,0,0,0,156
signature global synera,flat,sector 81,0.48,8026.0,2,2,1,14.0,Relatively New,602.21986257,0,0,0,0,0,1,14
godrej summit,flat,sector 104,1.2,8298.0,3,2,3+,16.0,Relatively New,1634.1855538900002,1,0,0,0,0,1,142
sare homes,flat,sector 92,0.71,5354.0,3,3,3,2.0,Relatively New,1513.98839029,0,0,0,0,0,0,108
adani m2k oyster grande,flat,sector 102,2.5,7817.0,4,5,3+,10.0,Relatively New,2600.0,0,1,0,0,0,1,174
signature global park,flat,sohna road road,0.58,7056.0,2,2,2,3.0,Relatively New,822.0,0,0,0,0,0,0,58
godrej aria,flat,sector 79,1.69,8522.0,3,3,2,7.0,Relatively New,1760.56379209,0,0,0,0,0,0,112
shapoorji pallonji joyville gurugram,flat,sector 102,2.04,14068.0,3,3,3+,1.0,Relatively New,1640.69979453,0,0,0,0,0,0,72
tulip leaf,flat,sector 69,2.07,11423.0,3,3,3,16.0,Relatively New,1607.3734694500001,0,0,0,0,0,0,49
independent,house,sector 10a,3.6,19608.0,8,4,3,3.0,Moderately Old,1836.0,0,0,0,0,0,1,28
ats triumph,flat,sector 104,1.75,7641.0,3,4,3+,12.0,Relatively New,2012.1784397400002,1,1,0,0,1,1,21
supertech hues,flat,sector 68,0.93,8611.0,2,2,2,11.0,New Property,1267.5842049100002,0,0,0,0,0,0,0
sobha city,flat,sector 108,2.6,15195.0,3,3,2,8.0,Relatively New,1711.0,0,0,0,0,0,0,99
tata primanti,flat,sector 72,3.85,13253.0,4,5,3+,13.0,Relatively New,2586.53734457,0,1,0,0,0,1,174
eldeco accolade,flat,sohna road road,0.72,4975.0,2,2,3+,12.0,Relatively New,1162.775720615,1,0,0,0,0,0,152
m3m woodshire,flat,sector 107,1.4,5929.0,3,4,0,1.0,New Property,2099.19503161,0,0,0,0,0,0,67
signature global solera,flat,sector 107,0.37,6751.0,2,2,1,10.0,Relatively New,475.01927169,0,0,0,0,0,0,73
chintels paradiso,flat,sector 109,2.0,7604.0,4,4,2,11.0,Relatively New,2340.17863857,0,1,0,0,0,0,64
smart world gems,flat,sector 89,1.05,9519.0,2,2,2,4.0,Under Construction,1103.0,1,0,0,0,1,0,38
ss the leaf,flat,sector 85,1.25,7179.0,2,2,2,16.0,Relatively New,1929.6702477400001,0,0,0,0,0,1,49
independent,house,sector 11,3.5,15555.0,10,1,0,1.0,New Property,2250.0,0,0,0,0,0,0,0
sector 15 part 2 rwa,house,sector 15,10.0,22222.0,5,5,2,2.0,Old Property,4518.0,0,0,0,0,0,0,49
capital residences 360,flat,sector 70a,1.66,8400.0,3,3,3+,8.0,New Property,1900.0,0,1,0,0,0,0,132
tulip violet,flat,sector 69,1.4,9102.0,3,3,1,12.0,Relatively New,1361.9106132900001,0,0,0,0,0,1,157
bestech park view ananda,flat,sector 81,1.35,7541.0,3,3,3+,8.0,Old Property,1978.7507562100002,0,0,0,0,0,0,114
supertech basera,flat,sector 79,0.36,7643.0,2,2,1,4.0,New Property,546.0,0,0,0,0,0,0,60
silverglades the melia,flat,sohna road road,0.75,5555.0,2,2,2,4.0,Moderately Old,1350.0,0,0,0,0,0,0,70
emaar mgf emerald floors premier,flat,sector 65,2.3,13939.0,3,4,3,3.0,Relatively New,1838.52073201,1,1,1,0,0,2,174
independent,house,sector 7,2.25,16892.0,5,3,0,2.0,Old Property,148.0,0,0,0,0,0,0,0
pioneer park,flat,sector 61,2.04,14623.0,3,3,3+,16.0,Moderately Old,1595.0,0,1,0,0,0,1,165
tata primanti,flat,sector 72,5.0,11111.0,4,4,3+,2.0,Moderately Old,4500.0,1,1,0,0,1,1,174
vipul tatvam villa,house,sector 48,6.4,24691.0,3,4,3,2.0,Relatively New,2592.0,1,1,1,0,0,1,148
assotech blith,flat,sector 99,1.9,6702.0,4,4,3+,2.0,New Property,2835.0,0,0,0,0,0,0,51
bhagwati sadan,flat,sector 12,1.15,5750.0,3,4,2,2.0,Old Property,2000.0,1,1,0,0,1,1,28
ambience lagoon,flat,sector 24,4.25,13281.0,3,4,3+,3.0,Old Property,3098.90409128,0,1,1,0,0,1,131
vipul world,house,sector 48,3.35,5583.0,6,5,3+,3.0,Moderately Old,6000.0,0,0,0,0,0,0,53
sidhartha ncr greens,flat,sector 95,0.6,5576.0,2,2,2,14.0,Relatively New,948.02798721,1,0,0,0,0,0,31
sare green parc 2,flat,sector 92,1.07,5246.0,4,3,3,10.0,Under Construction,2040.0,1,1,0,0,0,0,86
trisara our homes 3,flat,sohna road road,0.21,4339.0,1,1,0,2.0,Relatively New,484.0,0,0,0,0,0,0,0
shree arihant apartment,flat,sector 54,1.5,8108.0,3,3,3+,4.0,Moderately Old,1700.0,0,0,0,0,0,1,75
ss the leaf,flat,sector 85,2.15,10924.0,4,5,3+,6.0,Relatively New,2330.1332625000005,0,1,0,0,0,0,156
ats tourmaline,flat,sector 37,1.4,8000.0,3,3,3+,5.0,Relatively New,1466.0,0,0,0,0,0,0,44
shree vardhman victoria,flat,sector 70,1.23,9111.0,2,2,3,1.0,Relatively New,1193.49084337,1,0,0,0,0,0,43
antriksh heights,flat,sector 84,0.49,4355.0,2,2,2,16.0,Relatively New,991.9246293699999,0,0,0,0,0,0,66
dhoot time residency,flat,sector 63,2.2,12813.0,3,4,3+,8.0,Moderately Old,1522.2677346500002,1,0,0,0,0,1,61
emaar mgf marbella,house,sector 66,8.7,38667.0,4,5,2,3.0,New Property,2250.0,1,1,0,0,0,0,144
adani m2k oyster grande,flat,sector 102,1.8,9528.0,3,4,3,17.0,Relatively New,1676.3539071300002,0,1,0,0,0,0,49
bptp terra,flat,sector 37d,1.72,9497.0,3,3,3,9.0,Relatively New,1395.1121514545002,1,0,0,0,0,1,24
chintels paradiso,flat,sector 109,1.8,8866.0,3,3,2,0.0,Moderately Old,1888.205637815,0,1,0,0,0,0,83
godrej summit,flat,sector 104,1.3,7893.0,3,3,3,8.0,New Property,1459.55824585,0,0,0,0,1,0,103
bestech park view grand spa,flat,sector 81,2.91,9136.0,4,5,2,6.0,Relatively New,2932.4231541950003,0,1,0,0,0,1,101
pyramid urban homes 2,flat,sector 86,0.41,8283.0,2,2,1,7.0,New Property,687.6328905400001,1,1,0,0,1,0,49
tulip violet,flat,sector 69,1.36,8841.0,3,3,1,12.0,Relatively New,1361.9106132900001,0,0,0,0,0,0,86
independent,house,sector 3,1.5,10288.0,3,3,0,2.0,Old Property,210.0,0,0,0,0,0,0,0
independent,house,sector 81,0.89,8127.0,1,1,0,1.0,Relatively New,1095.0,0,0,0,0,0,0,0
ss hibiscus,house,sector 50,12.5,40850.0,4,4,3+,2.0,Relatively New,3060.0,1,1,0,0,0,2,160
m3m heights,flat,sector 65,2.86,14000.0,3,3,3,45.0,Under Construction,2229.1615137100002,0,1,0,0,0,0,48
bestech park view aindependentda,house,sector 81,4.35,7937.0,4,4,3,2.0,Relatively New,5480.0,0,1,1,0,0,0,51
la vida by tata housing,flat,sector 113,1.35,13989.0,2,2,3,10.0,New Property,1090.0,0,0,0,0,0,0,174
adani brahma samsara vilasa,flat,sector 63,4.49,14254.0,4,4,3+,3.0,New Property,3150.0,0,0,0,0,0,1,96
orris aster court premier,flat,sector 85,1.73,6757.0,4,5,3+,8.0,Relatively New,2017.0,0,1,0,0,0,0,16
independent,house,sector 2,2.5,16056.0,4,4,2,4.0,Old Property,1557.0,0,0,0,0,0,0,17
m3m antalya hills,flat,sector 79,1.15,7496.0,3,3,3+,1.0,Under Construction,1200.0,1,0,0,0,0,0,51
signature global the millennia,flat,sector 37d,0.6,9230.0,2,2,3,7.0,New Property,674.6525654618001,0,0,0,0,0,0,35
ss the leaf,flat,sector 85,1.2,9677.0,2,2,3+,9.0,Relatively New,1499.6932827800001,0,0,1,0,0,0,148
gls arawali homes,flat,sohna road road,0.3,5291.0,2,2,0,10.0,Relatively New,567.0,0,0,0,0,0,0,0
apex builders,flat,sector 37c,0.42,5600.0,2,2,2,4.0,Relatively New,937.04200501,0,0,0,0,0,0,42
radhakrishna society,flat,sector 23,0.55,5000.0,2,2,1,1.0,Moderately Old,969.52838337,0,0,0,0,0,1,29
shree vardhman victoria,flat,sector 70,1.9,9743.0,3,3,3,10.0,New Property,1731.00074737,0,1,1,0,1,0,36
antriksh heights,flat,sector 84,1.05,5011.0,4,4,3+,3.0,New Property,1860.8989741700002,1,0,0,0,0,0,66
mahindra aura,flat,sector 110,1.4,9655.0,3,3,3,10.0,Relatively New,1550.0,0,0,0,0,0,1,142
dlf city plots phase 2,house,sector 25,6.5,33592.0,9,9,3+,3.0,Old Property,1935.0,1,1,1,0,0,1,142
sare crescent parc royal greens phase 1,flat,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1146.9066516900002,0,0,0,0,0,0,25
international city by sobha phase 2,house,sector 109,8.75,24306.0,5,5,3+,3.0,New Property,3600.0,1,1,1,0,0,1,153
emaar mgf palm hills,flat,sector 77,1.25,8620.0,3,4,3,1.0,Relatively New,1638.19212601,0,1,0,0,0,1,104
ss almeria,flat,sector 84,1.5,7500.0,3,3,3,2.0,New Property,1832.19806144,0,1,0,0,0,0,108
dlf new town heights,house,sector 86,2.5,7058.0,4,4,3+,3.0,Moderately Old,3400.0,1,1,1,0,0,1,142
m3m sierra 68,flat,sector 68,1.25,10245.0,2,2,3,4.0,New Property,978.9901797500002,0,0,0,0,0,0,44
millenia,flat,sector 37c,0.4,6666.0,2,2,2,4.0,New Property,786.7955505100001,0,0,0,0,0,0,29
signature andour heights,flat,sector 71,0.59,8428.0,2,2,1,6.0,Moderately Old,639.0,0,0,0,0,0,0,67
kiran residency,flat,sector 56,1.55,7750.0,3,3,3+,5.0,Old Property,1800.0,0,1,0,0,1,0,166
bhagwati sadan,flat,sector 12,1.15,5500.0,3,4,2,2.0,Old Property,2000.0,0,1,0,0,1,0,0
kamal residence,flat,sohna road road,0.4,7633.0,2,2,1,0.0,New Property,710.67068023,0,0,0,0,1,1,16
ats triumph,flat,sector 104,1.83,7991.0,3,4,3+,10.0,Relatively New,2000.0,0,1,0,0,0,0,165
signature global city,flat,sector 37d,1.0,8160.0,3,3,3,4.0,Under Construction,1250.0,0,0,0,0,0,0,49
corona optus,flat,sector 37c,1.43,7185.0,3,3,3+,2.0,Relatively New,1827.7188122400003,1,1,0,0,1,0,49
international city by sobha phase 2,house,sector 109,11.3,25111.0,7,5,3+,4.0,Relatively New,4500.0,1,1,0,0,1,0,49
independent,house,sector 41,1.65,13750.0,1,1,0,1.0,Moderately Old,1200.0,0,0,0,0,0,0,0
mapsko mount ville,flat,sector 79,1.25,8389.0,3,3,3,18.0,Relatively New,1058.0,1,0,0,0,0,1,102
bptp terra,flat,sector 37d,1.49,8105.0,3,3,3,20.0,Relatively New,1696.8480930800001,0,0,0,0,1,0,49
zara aavaas,flat,sector 104,0.22,7302.0,1,2,2,2.0,New Property,487.5863081531698,0,0,0,0,0,0,60
ireo the grand arch,flat,sector 58,2.2,16000.0,2,2,2,6.0,Relatively New,1215.88708937,0,0,0,0,0,0,42
vipul belmonte,flat,sector 53,6.5,21922.0,3,4,3+,0.0,Old Property,2640.28833497,1,0,0,0,1,0,72
independent,house,sector 4,0.58,9619.0,2,2,1,2.0,Moderately Old,67.0,0,0,0,0,1,0,7
bestech park view residency,flat,sector 2,0.95,6709.0,2,2,3,10.0,Old Property,1604.1362629900002,0,0,0,0,0,1,88
adani m2k oyster grande,flat,sector 102,2.61,10046.0,3,3,3,14.0,Relatively New,2200.0,1,1,0,0,0,0,21
umang winter hills,flat,sector 77,1.05,5762.0,3,3,3,7.0,Relatively New,1600.0,0,0,0,0,0,0,49
m3m the tree of life,flat,sector 111,2.35,14551.0,3,3,3+,5.0,Under Construction,1615.0,0,0,0,0,0,0,0
signature the roselia,flat,sector 95,0.41,7293.0,2,2,2,12.0,New Property,670.0,0,0,0,0,0,1,93
ss the leaf,flat,sector 85,1.2,12371.0,2,2,2,4.0,Relatively New,1190.0,0,1,1,0,0,0,81
ramsons kshitij,flat,sector 95,0.19,591.0,1,1,1,14.0,Relatively New,3403.08714487,0,0,0,0,0,0,49
pareena coban residences,flat,sector 99a,1.23,6159.0,3,5,3,5.0,Relatively New,1773.10568985,0,1,0,0,0,0,99
smart world gems,flat,sector 89,1.3,9135.0,3,3,2,2.0,New Property,1611.1477642000002,1,0,0,0,0,0,44
ireo the grand arch,flat,sector 58,2.2,13480.0,2,2,1,5.0,Relatively New,1432.0,1,0,0,0,0,1,94
pyramid urban,flat,sector 67a,0.62,11854.0,2,2,2,2.0,Relatively New,709.6690372,0,0,0,0,0,0,64
emaar mgf emerald floors premier,flat,sector 65,2.35,14242.0,3,3,3,2.0,Relatively New,1462.24579537,1,1,0,0,0,1,168
dlf exclusive floors,flat,sector 43,2.35,14242.0,3,3,2,1.0,Old Property,1527.681992515,0,0,1,0,0,1,102
independent,house,sector 2,4.95,20370.0,6,5,3+,3.0,Relatively New,2430.0,0,1,0,0,0,0,91
the close south,flat,sector 50,3.1,12444.0,3,4,3+,4.0,Moderately Old,2450.0,0,1,0,0,0,1,165
independent,house,sector 2,5.6,17284.0,8,6,3+,2.0,Moderately Old,3240.0,1,1,1,0,0,0,0
krisumi waterfall residences,flat,sector 36a,3.65,14381.0,3,3,2,17.0,New Property,2257.76045329,0,0,0,0,0,0,31
m3m skywalk,flat,sector 74,1.55,13790.0,2,2,3+,18.0,Relatively New,1300.0,0,0,0,0,1,0,137
ats kocoon,flat,sector 109,2.15,10262.0,3,4,3,9.0,Relatively New,1860.8989741700002,0,1,0,0,0,0,97
pareena laxmi apartments,flat,sector 99a,0.32,5521.0,2,2,1,2.0,New Property,628.06187814755,0,0,0,0,0,0,43
apna enclave,flat,sector 3,0.8,6153.0,3,3,1,0.0,Old Property,1000.0,0,0,0,0,0,0,0
eldeco accolade,flat,sohna road road,0.95,6554.0,2,2,3,8.0,Under Construction,1162.775720615,1,0,0,0,0,0,42
hsiidc sidco shivalik apartments,flat,manesar,0.48,3840.0,2,2,3,7.0,Moderately Old,1030.49036249,0,0,0,0,0,0,88
independent,house,sector 3 phase 3 extension,0.55,5000.0,2,1,0,1.0,Moderately Old,1100.0,0,0,0,0,0,0,0
emaar mgf marbella,house,sector 66,12.0,37037.0,5,5,3+,3.0,New Property,3240.0,0,1,1,0,0,1,106
